locus prob log10(PO) qval alpha fst
3_75 0.00950048 -2.01811 0.717604 -0.0011770 0.19471
5_36 1.0000 1000.0 0.0000 1.2994 0.46541
6_49 0.0095505 -2.0158 0.71518 0.0031590 0.19540
11_49 0.0093505 -2.0251 0.72379 -0.0053370 0.19411
16_59 0.0091005 -2.0370 0.73499 -0.0032483 0.19433
19_91 0.027651 -1.5461 0.39935 -0.036623 0.19130
20_88 0.022701 -1.6340 0.44174 -0.031303 0.19184
24_57 0.0099005 -2.0000 0.69822 0.0045598 0.19558
39_36 0.0084504 -2.0694 0.75914 -0.0040315 0.19417
53_84 0.022851 -1.6311 0.43957 -0.019100 0.19253
54_91 1.0000 1000.0 0.0000 2.5529 0.74224
63_78 0.0089004 -2.0467 0.74351 -0.0016979 0.19458
67_28 0.025551 -1.5813 0.41448 -0.034398 0.19165
75_48 0.0067503 -2.1677 0.80197 0.0015292 0.19494
86_65 0.010751 -1.9639 0.65914 -0.0050432 0.19420
88_61 0.14451 -0.77233 0.17645 -0.24787 0.17348
91_88 0.0097505 -2.0067 0.70482 -0.0026975 0.19444
92_41 1.0000 1000.0 0.0000 1.5820 0.53252
93_56 0.33572 -0.29638 0.10397 0.36757 0.26940
98_40 0.021201 -1.6643 0.45487 -0.026548 0.19238
101_40 0.0039502 -2.4017 0.83109 0.0011487 0.19478
109_73 0.010151 -1.9891 0.68652 0.0065742 0.19589
111_79 0.011351 -1.9400 0.63709 -0.0060046 0.19399
117_62 1.0000 1000.0 0.0000 2.4714 0.72755
121_62 0.010101 -1.9912 0.68893 -0.0045150 0.19423
126_78 0.98615 1.8525 0.0010639 -2.2321 0.032234
139_71 0.0099505 -1.9978 0.69582 -0.0034669 0.19435
142_91 0.010401 -1.9784 0.67253 -0.0045336 0.19427
148_88 0.012051 -1.9137 0.61525 -0.0086949 0.19368
160_61 0.0099005 -2.0000 0.69822 -0.0042435 0.19426
164_55 0.0093005 -2.0274 0.72555 0.0052217 0.19560
166_78 0.010301 -1.9826 0.67918 -0.0059925 0.19407
167_47 0.21641 -0.55881 0.14290 -0.37644 0.16265
169_76 0.14126 -0.78385 0.17979 -0.27837 0.17303
174_91 0.0088004 -2.0517 0.74731 0.00091706 0.19494
183_55 0.0054003 -2.2652 0.82493 -0.0012146 0.19447
187_52 0.0082004 -2.0826 0.76640 -0.0015756 0.19454
189_28 0.76804 0.51997 0.026806 -1.2483 0.083652
192_82 0.011251 -1.9439 0.64177 -0.0034638 0.19446
198_50 1.0000 1000.0 0.0000 2.0419 0.63888
200_65 0.0051503 -2.2859 0.82693 0.0010390 0.19482
