locus prob log10(PO) qval alpha fst
3_75 0.0105505 -1.97212 0.970914 0.0029543 0.013308
5_36 0.011251 -1.9439 0.95501 -0.0038527 0.013172
6_49 0.010351 -1.9805 0.97288 0.0036057 0.013324
11_49 0.011501 -1.9343 0.94345 0.0024544 0.013319
16_59 0.012151 -1.9101 0.88744 0.0033093 0.013319
19_91 0.0079004 -2.0989 0.98147 -0.0015647 0.013160
20_88 0.0083504 -2.0747 0.98080 -0.0014373 0.013174
24_57 0.010951 -1.9558 0.96411 0.0040480 0.013330
39_36 0.010251 -1.9848 0.97390 -0.0033897 0.013167
53_84 0.012401 -1.9011 0.85547 -0.0083217 0.013114
54_91 0.010001 -1.9956 0.97545 0.0010994 0.013267
63_78 0.011851 -1.9211 0.92131 0.0035640 0.013312
67_28 0.0083504 -2.0747 0.98080 -0.0031463 0.013152
75_48 0.96540 1.4456 0.0050878 1.8622 0.088484
86_65 0.010351 -1.9805 0.97288 0.0062152 0.013337
88_61 0.0099005 -2.0000 0.97601 -0.0049839 0.013138
91_88 0.010501 -1.9742 0.97146 0.0045777 0.013300
92_41 0.010901 -1.9578 0.96538 -0.00029443 0.013227
93_56 0.0093005 -2.0274 0.97857 0.0014316 0.013266
98_40 0.010851 -1.9598 0.96648 0.0040314 0.013319
101_40 0.0081504 -2.0853 0.98113 -0.0012173 0.013171
109_73 0.011101 -1.9498 0.95987 0.0021441 0.013282
111_79 0.011201 -1.9459 0.95662 0.0033517 0.013341
117_62 0.0093505 -2.0251 0.97841 -0.0042138 0.013148
121_62 0.010801 -1.9618 0.96739 0.00071414 0.013221
126_78 0.010451 -1.9763 0.97192 -0.0049311 0.013142
139_71 0.0080004 -2.0934 0.98135 0.0024517 0.013246
142_91 0.012101 -1.9119 0.89397 0.0017599 0.013296
148_88 0.0092505 -2.0298 0.97871 -0.0034741 0.013167
160_61 0.010851 -1.9598 0.96648 0.0041941 0.013333
164_55 0.010551 -1.9721 0.97091 0.0035805 0.013336
166_78 0.011001 -1.9538 0.96293 0.0041347 0.013348
167_47 0.0093505 -2.0251 0.97841 -0.0050877 0.013139
169_76 0.011351 -1.9400 0.95135 -0.0070188 0.013118
174_91 0.0098005 -2.0045 0.97661 0.0020969 0.013295
183_55 0.010251 -1.9848 0.97390 -0.0064086 0.013117
187_52 0.0084504 -2.0694 0.98061 0.00075124 0.013241
189_28 0.0087004 -2.0567 0.98014 0.00017831 0.013199
192_82 0.0094505 -2.0204 0.97806 0.0016415 0.013243
198_50 0.0097505 -2.0067 0.97685 0.0027812 0.013296
200_65 0.010251 -1.9848 0.97390 0.0033095 0.013339
206_70 0.011001 -1.9538 0.96293 0.0014941 0.013262
212_71 0.010901 -1.9578 0.96538 -0.0075573 0.013111
220_76 0.0076504 -2.1130 0.98169 -0.0010976 0.013176
