locus,he,fst,meanAlleleFreq,qvals,pv,outlier
2780_54,0.179258830589849,0.194682744713693,0.900462962962963,0.033900203867913,0.000307255210468149,TRUE
6771_38,0.0883058984910836,0.215110339734333,0.953703703703704,0.0290742920989518,0.000133434469030913,TRUE
9545_72,0.445473228772309,0.229038240988589,0.334883720930233,0.0241004363215947,6.57284626952581e-05,TRUE
11018_85,0.0954108546527388,0.182498918560764,0.949771689497717,0.0387566261480051,0.000528499447472797,TRUE
11759_75,0.0752723566013294,0.214085812653907,0.960829493087558,0.0290742920989518,0.000147649173873221,TRUE
13180_86,0.411041980189124,0.19302666034419,0.289099526066351,0.033900203867913,0.00034199799859147,TRUE
13333_44,0.0809363221583019,0.200890002338458,0.957746478873239,0.033900203867913,0.000248751662560442,TRUE
14955_51,0.135443381080461,0.189047686050476,0.0730593607305936,0.0364111511887106,0.000430313604957488,TRUE
18297_30,0.0116275093191067,0.192148310742921,0.00584795321637427,0.033900203867913,0.000369820405831778,TRUE
19735_57,0.413992652211769,0.186482357690021,0.292626728110599,0.0378492139606105,0.000481717268589588,TRUE
19784_36,0.103063722737584,0.177478931538112,0.945497630331754,0.0483005485307566,0.000746463022748056,TRUE
19864_79,0.409293552812071,0.249569557224366,0.287037037037037,0.0129594111060061,2.35625656472838e-05,TRUE
20552_60,0.29672376062621,0.199213410288749,0.181192660550459,0.033900203867913,0.000277951192675818,TRUE
21518_52,0.145210997597612,0.1801823039018,0.921182266009852,0.0424181920901074,0.000616991884947016,TRUE
21863_80,0.0886965927528394,0.211295612347066,0.953488372093023,0.0290742920989518,0.000158587047812464,TRUE
22068_80,0.3143310546875,0.25375322966282,0.1953125,0.0129594111060061,2.14177654220826e-05,TRUE
22899_59,0.203055298375558,0.194655779895888,0.885321100917431,0.033900203867913,0.000333816584181079,TRUE
