locus prob log10(PO) qval alpha fst
3_75 0.000750038 -3.12459 0.998995 0.00016616 0.51445
5_36 0.00060003 -3.2216 0.99906 1.4200e-05 0.51442
6_49 0.00080004 -3.0965 0.99897 0.00010341 0.51444
11_49 0.0010001 -2.9995 0.99882 -0.00032726 0.51434
16_59 0.00065003 -3.1868 0.99904 8.3182e-05 0.51444
19_91 0.00075004 -3.1246 0.99899 -0.00035254 0.51434
20_88 0.00070004 -3.1546 0.99902 0.00026284 0.51447
24_57 0.0010501 -2.9783 0.99878 4.9600e-05 0.51442
39_36 0.00060003 -3.2216 0.99906 -6.4223e-06 0.51442
53_84 0.00085004 -3.0702 0.99894 -0.00055568 0.51430
54_91 0.00045002 -3.3466 0.99908 0.00022045 0.51447
63_78 0.00060003 -3.2216 0.99906 0.00019953 0.51446
67_28 0.00085004 -3.0702 0.99894 0.00015946 0.51445
75_48 0.00085004 -3.0702 0.99894 -1.6331e-05 0.51441
86_65 0.0010501 -2.9783 0.99878 0.00027719 0.51447
88_61 0.00080004 -3.0965 0.99897 -0.00016537 0.51438
91_88 0.00070004 -3.1546 0.99902 4.1182e-06 0.51442
92_41 0.00045002 -3.3466 0.99908 3.4349e-05 0.51443
93_56 0.00085004 -3.0702 0.99894 7.4536e-05 0.51443
98_40 0.0010501 -2.9783 0.99878 -0.00044354 0.51432
101_40 0.0010501 -2.9783 0.99878 -0.00038417 0.51434
109_73 0.00080004 -3.0965 0.99897 -0.00023690 0.51437
111_79 0.00050003 -3.3008 0.99908 0.00014383 0.51445
117_62 0.00070004 -3.1546 0.99902 0.00034133 0.51450
121_62 0.0010501 -2.9783 0.99878 -0.00017232 0.51439
126_78 0.0013501 -2.8691 0.99846 -0.00072625 0.51426
139_71 0.0011501 -2.9388 0.99868 0.00038608 0.51450
142_91 0.00095005 -3.0218 0.99886 0.00056555 0.51454
148_88 0.00085004 -3.0702 0.99894 -6.6503e-05 0.51440
160_61 0.00050003 -3.3008 0.99908 3.8302e-05 0.51442
164_55 0.0010001 -2.9995 0.99882 2.5532e-05 0.51442
166_78 0.0012001 -2.9203 0.99863 0.00032535 0.51448
167_47 0.00090005 -3.0453 0.99890 -0.00027153 0.51436
169_76 0.00085004 -3.0702 0.99894 -0.00016900 0.51438
174_91 0.00080004 -3.0965 0.99897 0.00010532 0.51444
183_55 0.0014501 -2.8380 0.99836 -0.00058458 0.51429
187_52 0.00070004 -3.1546 0.99902 -5.1950e-05 0.51440
189_28 0.0015001 -2.8232 0.99831 -0.0013196 0.51415
192_82 0.00075004 -3.1246 0.99899 0.00038227 0.51449
198_50 0.00070004 -3.1546 0.99902 0.00031460 0.51448
200_65 0.00060003 -3.2216 0.99906 0.00013951 0.51445
206_70 0.00080004 -3.0965 0.99897 -0.00017923 0.51438
212_71 0.00075004 -3.1246 0.99899 8.2292e-05 0.51443
220_76 0.00045002 -3.3466 0.99908 -3.1589e-05 0.51441
221_37 0.00090005 -3.0453 0.99890 -0.00049669 0.51431
227_47 0.0014501 -2.8380 0.99836 -0.00071681 0.51426
228_89 0.0011501 -2.9388 0.99868 0.00015819 0.51445
232_56 0.0011001 -2.9581 0.99873 0.00012834 0.51444
236_29 0.0010501 -2.9783 0.99878 0.00064084 0.51455
240_71 0.00075004 -3.1246 0.99899 0.00029802 0.51448
244_78 0.0015001 -2.8232 0.99831 0.00029219 0.51447
