Locus	fst
5	-0.0073
11	0.0003
19	0.0066
20	0.0043
39	0.0007
53	-0.006
54	0.0001
67	0.005
75	0.1124
86	0.0188
88	-0.0035
91	0.0195
92	-0.0016
93	-0.0013
98	0.0051
101	0.0099
109	0.0006
117	0.0012
121	0.018
126	0.0021
139	0.0132
148	-0.0015
167	0.0006
169	-0.0066
183	-0.0088
187	-0.0001
189	0.0148
192	0.0186
198	0.0005
206	-0.0011
212	-0.0045
220	0.01
221	-0.0007
227	-0.0017
232	-0.0042
245	0.0106
246	0.0116
248	0.0204
253	0.0009
263	-0.0006
265	0.0328
287	-0.0021
298	0.0019
308	-0.001
331	-0.0092
348	-0.0025
368	-0.0022
373	0.0133
377	0.0141
380	0.0151
410	-0.0104
411	-0.0053
415	0.0013
420	0.0007
422	-0.0024
425	-0.0016
440	0.0113
445	-0.0016
472	0.0118
481	0.0448
490	-0.002
494	-0.004
512	0.0007
514	0.0041
522	0.0257
525	-0.0069
528	-0.0103
534	0.0051
535	0.0071
541	0.003
545	0.0004
548	0.001
554	0.0078
557	0.0016
571	0.0135
592	0.0126
597	0.0027
605	-0.0032
613	-0.0074
616	-0.0019
617	0.0001
618	-0.004
647	-0.0014
663	0.0001
669	0.0545
673	0.0315
691	-0.0046
695	0.0109
700	0.0029
705	0.0127
707	0.0003
708	-0.0023
721	-0.0056
733	-0.0006
735	0.0083
746	0.0249
752	0.0088
765	0.0003
766	0.0185
769	0.0031
772	0.0001
780	0.0036
786	-0.0047
803	0.0004
805	-0.0079
825	0.0012
829	0.0039
844	0.0089
862	-0.0013
885	0.0144
888	0.0084
901	0.0218
917	0.0296
925	0.011
926	-0.002
927	-0.004
940	0.0312
954	0.0192
960	0.0366
964	0.0624
974	0.0065
982	-0.0013
986	0.0021
992	0.0004
1000	0.0129
1002	-0.0016
1007	0.0078
1017	-0.0003
1020	0.0058
1031	0.0052
1036	-0.0125
1047	0.016
1048	0.002
1052	-0.0031
1054	-0.0011
1059	0.0043
1073	-0.0043
1078	0.0008
1082	-0.0029
1085	-0.0013
1089	0.0047
1094	0.0098
1104	0.0122
1122	0.0035
1126	0.0126
1138	-0.0016
1159	0.0055
1160	-0.0096
1167	0.0004
1190	0.0013
1193	-0.0088
1197	-0.0061
1201	-0.0107
1205	0.0214
1206	-0.003
1218	0.0037
1228	0.0033
1258	0.0008
1323	0.0037
1339	-0.0008
1345	0.0795
1354	-0.002
1372	0.0334
1392	0.0117
1407	0.0702
1420	0.0114
1441	-0.0053
1451	0.0008
1452	0.0038
1469	-0.0078
1473	-0.0053
1478	0.0087
1482	-0.0018
1490	-0.002
1503	0.0186
1504	-0.0061
1547	0.0174
1560	-0.0001
1565	0.0063
1568	-0.0051
1571	-0.002
1581	-0.0171
1592	-0.0115
1617	0.0003
1629	0.0066
1635	-0.0047
1655	0.0044
1689	-0.0029
1739	0.0004
1748	0.0068
1756	0.0215
1773	-0.0008
1794	-0.0011
1817	0.0014
1821	-0.0032
1833	0.0062
1844	-0.0048
1845	-0.0022
1848	-0.0022
1858	-0.0068
1859	0.0105
