LG01	827324	5	7241,15791,16040,5023,15232
LG01	1006397.53691275	2	15232,16742
LG01	1185471.0738255	2	15232,16742
LG01	1364544.61073826	4	15232,16742,23271,5208
LG01	1543618.14765101	4	15232,16742,23271,5208
LG01	1722691.68456376	4	15232,16742,23271,5208
LG01	1901765.22147651	5	16742,23271,5208,13090,14344
LG01	2080838.75838926	6	16742,23271,5208,13090,14344,3464
LG01	2259912.29530201	6	16742,23271,5208,13090,14344,3464
LG01	2438985.83221477	6	16742,23271,5208,13090,14344,3464
LG01	2618059.36912752	8	23271,5208,13090,14344,3464,25135,14379,16039
LG01	2797132.90604027	6	13090,14344,3464,25135,14379,16039
LG01	2976206.44295302	6	13090,14344,3464,25135,14379,16039
LG01	3155279.97986577	8	13090,14344,3464,25135,14379,16039,1617,21801
LG01	3334353.51677852	8	3464,25135,14379,16039,1617,21801,15543,19183
LG01	3513427.05369127	7	25135,14379,16039,1617,21801,15543,19183
LG01	3692500.59060403	12	25135,14379,16039,1617,21801,15543,19183,18328,22648,1773,20195,24083
LG01	3871574.12751678	12	25135,14379,16039,1617,21801,15543,19183,18328,22648,1773,20195,24083
LG01	4050647.66442953	12	16039,1617,21801,15543,19183,18328,22648,1773,20195,24083,13162,14814
LG01	4229721.20134228	11	1617,21801,15543,19183,18328,22648,1773,20195,24083,13162,14814
LG01	4408794.73825503	11	1617,21801,15543,19183,18328,22648,1773,20195,24083,13162,14814
LG01	4587868.27516779	11	21801,15543,19183,18328,22648,1773,20195,24083,13162,14814,5894
LG01	4766941.81208054	10	19183,18328,22648,1773,20195,24083,13162,14814,5894,14329
LG01	4946015.34899329	9	18328,22648,1773,20195,24083,13162,14814,5894,14329
LG01	5125088.88590604	6	20195,24083,13162,14814,5894,14329
LG01	5304162.42281879	6	13162,14814,5894,14329,13937,14234
LG01	5483235.95973154	9	14814,5894,14329,13937,14234,8445,4739,24874,24436
LG01	5662309.49664429	11	5894,14329,13937,14234,8445,4739,24874,24436,15217,19232,13020
LG01	5841383.03355705	11	5894,14329,13937,14234,8445,4739,24874,24436,15217,19232,13020
LG01	6020456.5704698	10	14329,13937,14234,8445,4739,24874,24436,15217,19232,13020
LG01	6199530.10738255	9	13937,14234,8445,4739,24874,24436,15217,19232,13020
LG01	6378603.6442953	9	13937,14234,8445,4739,24874,24436,15217,19232,13020
LG01	6557677.18120805	10	13937,14234,8445,4739,24874,24436,15217,19232,13020,15240
LG01	6736750.7181208	10	8445,4739,24874,24436,15217,19232,13020,15240,20343,2151
LG01	6915824.25503356	9	24436,15217,19232,13020,15240,20343,2151,15269,8242
LG01	7094897.79194631	9	15217,19232,13020,15240,20343,2151,15269,8242,10366
LG01	7273971.32885906	6	15240,20343,2151,15269,8242,10366
LG01	7453044.86577181	7	15240,20343,2151,15269,8242,10366,1190
LG01	7632118.40268456	7	15240,20343,2151,15269,8242,10366,1190
LG01	7811191.93959732	10	15240,20343,2151,15269,8242,10366,1190,13142,20,4132
LG01	7990265.47651007	10	15240,20343,2151,15269,8242,10366,1190,13142,20,4132
LG01	8169339.01342282	13	2151,15269,8242,10366,1190,13142,20,4132,4244,8148,23057,24643,20437
LG01	8348412.55033557	14	8242,10366,1190,13142,20,4132,4244,8148,23057,24643,20437,1094,15675,25114
LG01	8527486.08724832	12	1190,13142,20,4132,4244,8148,23057,24643,20437,1094,15675,25114
LG01	8706559.62416107	15	1190,13142,20,4132,4244,8148,23057,24643,20437,1094,15675,25114,12917,16982,7545
LG01	8885633.16107383	16	13142,20,4132,4244,8148,23057,24643,20437,1094,15675,25114,12917,16982,7545,23449,11115
LG01	9064706.69798658	20	13142,20,4132,4244,8148,23057,24643,20437,1094,15675,25114,12917,16982,7545,23449,11115,14661,4494,12793,1833
LG01	9243780.23489933	17	4244,8148,23057,24643,20437,1094,15675,25114,12917,16982,7545,23449,11115,14661,4494,12793,1833
LG01	9422853.77181208	17	4244,8148,23057,24643,20437,1094,15675,25114,12917,16982,7545,23449,11115,14661,4494,12793,1833
LG01	9601927.30872483	13	20437,1094,15675,25114,12917,16982,7545,23449,11115,14661,4494,12793,1833
LG01	9781000.84563758	10	12917,16982,7545,23449,11115,14661,4494,12793,1833,9729
LG01	9960074.38255033	10	12917,16982,7545,23449,11115,14661,4494,12793,1833,9729
LG01	10139147.9194631	9	7545,23449,11115,14661,4494,12793,1833,9729,13041
LG01	10318221.4563758	7	11115,14661,4494,12793,1833,9729,13041
LG01	10497294.9932886	3	1833,9729,13041
LG01	10676368.5302013	4	9729,13041,11140,9596
LG01	10855442.0671141	4	9729,13041,11140,9596
LG01	11034515.6040268	5	9729,13041,11140,9596,22978
LG01	11213589.1409396	6	9729,13041,11140,9596,22978,2780
LG01	11392662.6778523	5	13041,11140,9596,22978,2780
LG01	11571736.2147651	5	13041,11140,9596,22978,2780
LG01	11750809.7516779	6	11140,9596,22978,2780,24673,19031
LG01	11929883.2885906	8	11140,9596,22978,2780,24673,19031,21720,21844
LG01	12108956.8255034	9	9596,22978,2780,24673,19031,21720,21844,1104,669
LG01	12288030.3624161	11	22978,2780,24673,19031,21720,21844,1104,669,1565,9825,9456
LG01	12467103.8993289	12	2780,24673,19031,21720,21844,1104,669,1565,9825,9456,17342,13276
LG01	12646177.4362416	11	24673,19031,21720,21844,1104,669,1565,9825,9456,17342,13276
LG01	12825250.9731544	15	24673,19031,21720,21844,1104,669,1565,9825,9456,17342,13276,15037,1848,8920,2362
LG01	13004324.5100671	16	24673,19031,21720,21844,1104,669,1565,9825,9456,17342,13276,15037,1848,8920,2362,253
LG01	13183398.0469799	15	19031,21720,21844,1104,669,1565,9825,9456,17342,13276,15037,1848,8920,2362,253
LG01	13362471.5838926	14	21720,21844,1104,669,1565,9825,9456,17342,13276,15037,1848,8920,2362,253
LG01	13541545.1208054	12	1565,9825,9456,17342,13276,15037,1848,8920,2362,253,17183,24779
LG01	13720618.6577181	11	17342,13276,15037,1848,8920,2362,253,17183,24779,14720,22931
LG01	13899692.1946309	11	17342,13276,15037,1848,8920,2362,253,17183,24779,14720,22931
LG01	14078765.7315436	9	15037,1848,8920,2362,253,17183,24779,14720,22931
LG01	14257839.2684564	8	8920,2362,253,17183,24779,14720,22931,20245
LG01	14436912.8053691	5	17183,24779,14720,22931,20245
LG01	14615986.3422819	7	17183,24779,14720,22931,20245,10524,6220
LG01	14795059.8791946	10	17183,24779,14720,22931,20245,10524,6220,12001,5584,14461
LG01	14974133.4161074	9	14720,22931,20245,10524,6220,12001,5584,14461,16036
LG01	15153206.9530201	7	20245,10524,6220,12001,5584,14461,16036
LG01	15332280.4899329	8	20245,10524,6220,12001,5584,14461,16036,20222
LG01	15511354.0268456	8	20245,10524,6220,12001,5584,14461,16036,20222
LG01	15690427.5637584	8	10524,6220,12001,5584,14461,16036,20222,765
LG01	15869501.1006711	8	10524,6220,12001,5584,14461,16036,20222,765
LG01	16048574.6375839	7	6220,12001,5584,14461,16036,20222,765
LG01	16227648.1744966	7	12001,5584,14461,16036,20222,765,9305
LG01	16406721.7114094	5	16036,20222,765,9305,15427
LG01	16585795.2483221	6	20222,765,9305,15427,2990,24372
LG01	16764868.7852349	10	765,9305,15427,2990,24372,6225,14934,23717,16441,11370
LG01	16943942.3221477	11	765,9305,15427,2990,24372,6225,14934,23717,16441,11370,7823
LG01	17123015.8590604	11	9305,15427,2990,24372,6225,14934,23717,16441,11370,7823,15708
LG01	17302089.3959732	14	9305,15427,2990,24372,6225,14934,23717,16441,11370,7823,15708,23836,3794,13135
LG01	17481162.9328859	15	9305,15427,2990,24372,6225,14934,23717,16441,11370,7823,15708,23836,3794,13135,4365
LG01	17660236.4697987	15	15427,2990,24372,6225,14934,23717,16441,11370,7823,15708,23836,3794,13135,4365,10477
LG01	17839310.0067114	14	2990,24372,6225,14934,23717,16441,11370,7823,15708,23836,3794,13135,4365,10477
