LG01	891695	5	15791,12205,15232,13670,3096
LG01	1070336.51677852	4	15232,13670,3096,16742
LG01	1248978.03355705	4	15232,13670,3096,16742
LG01	1427619.55033557	6	15232,13670,3096,16742,23271,5208
LG01	1606261.06711409	6	15232,13670,3096,16742,23271,5208
LG01	1784902.58389262	5	3096,16742,23271,5208,13090
LG01	1963544.10067114	6	3096,16742,23271,5208,13090,14344
LG01	2142185.61744966	6	16742,23271,5208,13090,14344,3917
LG01	2320827.13422819	7	16742,23271,5208,13090,14344,3917,24936
LG01	2499468.65100671	7	23271,5208,13090,14344,3917,24936,25135
LG01	2678110.16778523	9	23271,5208,13090,14344,3917,24936,25135,14379,13486
LG01	2856751.68456376	9	13090,14344,3917,24936,25135,14379,13486,9350,8336
LG01	3035393.20134228	10	13090,14344,3917,24936,25135,14379,13486,9350,8336,1617
LG01	3214034.71812081	12	13090,14344,3917,24936,25135,14379,13486,9350,8336,1617,21801,15543
LG01	3392676.23489933	11	3917,24936,25135,14379,13486,9350,8336,1617,21801,15543,19183
LG01	3571317.75167785	10	24936,25135,14379,13486,9350,8336,1617,21801,15543,19183
LG01	3749959.26845638	16	25135,14379,13486,9350,8336,1617,21801,15543,19183,18328,22648,1773,20195,6409,18309,24083
LG01	3928600.7852349	19	25135,14379,13486,9350,8336,1617,21801,15543,19183,18328,22648,1773,20195,6409,18309,24083,13162,11437,19437
LG01	4107242.30201342	19	13486,9350,8336,1617,21801,15543,19183,18328,22648,1773,20195,6409,18309,24083,13162,11437,19437,16955,14814
LG01	4285883.81879195	18	9350,8336,1617,21801,15543,19183,18328,22648,1773,20195,6409,18309,24083,13162,11437,19437,16955,14814
LG01	4464525.33557047	17	1617,21801,15543,19183,18328,22648,1773,20195,6409,18309,24083,13162,11437,19437,16955,14814,5894
LG01	4643166.85234899	15	15543,19183,18328,22648,1773,20195,6409,18309,24083,13162,11437,19437,16955,14814,5894
LG01	4821808.36912752	14	18328,22648,1773,20195,6409,18309,24083,13162,11437,19437,16955,14814,5894,14329
LG01	5000449.88590604	14	18328,22648,1773,20195,6409,18309,24083,13162,11437,19437,16955,14814,5894,14329
LG01	5179091.40268456	13	20195,6409,18309,24083,13162,11437,19437,16955,14814,5894,14329,13937,14234
LG01	5357732.91946309	11	13162,11437,19437,16955,14814,5894,14329,13937,14234,11400,24153
LG01	5536374.43624161	10	5894,14329,13937,14234,11400,24153,8445,4739,24874,16209
LG01	5715015.95302013	12	5894,14329,13937,14234,11400,24153,8445,4739,24874,16209,15217,13020
LG01	5893657.46979866	12	5894,14329,13937,14234,11400,24153,8445,4739,24874,16209,15217,13020
LG01	6072298.98657718	12	14329,13937,14234,11400,24153,8445,4739,24874,16209,15217,13020,20794
LG01	6250940.5033557	13	13937,14234,11400,24153,8445,4739,24874,16209,15217,13020,20794,22437,17825
LG01	6429582.02013423	13	13937,14234,11400,24153,8445,4739,24874,16209,15217,13020,20794,22437,17825
LG01	6608223.53691275	14	13937,14234,11400,24153,8445,4739,24874,16209,15217,13020,20794,22437,17825,15240
LG01	6786865.05369127	11	8445,4739,24874,16209,15217,13020,20794,22437,17825,15240,15269
LG01	6965506.5704698	8	15217,13020,20794,22437,17825,15240,15269,8242
LG01	7144148.08724832	8	20794,22437,17825,15240,15269,8242,10366,3843
LG01	7322789.60402685	10	20794,22437,17825,15240,15269,8242,10366,3843,24178,12771
LG01	7501431.12080537	12	22437,17825,15240,15269,8242,10366,3843,24178,12771,9801,1190,20559
LG01	7680072.63758389	11	15240,15269,8242,10366,3843,24178,12771,9801,1190,20559,13142
LG01	7858714.15436242	13	15240,15269,8242,10366,3843,24178,12771,9801,1190,20559,13142,4132,8218
LG01	8037355.67114094	13	15269,8242,10366,3843,24178,12771,9801,1190,20559,13142,4132,8218,23556
LG01	8215997.18791946	13	15269,8242,10366,3843,24178,12771,9801,1190,20559,13142,4132,8218,23556
LG01	8394638.70469799	14	10366,3843,24178,12771,9801,1190,20559,13142,4132,8218,23556,1094,15675,5482
LG01	8573280.22147651	12	24178,12771,9801,1190,20559,13142,4132,8218,23556,1094,15675,5482
LG01	8751921.73825503	12	9801,1190,20559,13142,4132,8218,23556,1094,15675,5482,7545,1713
LG01	8930563.25503356	12	13142,4132,8218,23556,1094,15675,5482,7545,1713,23449,1393,8312
LG01	9109204.77181208	12	13142,4132,8218,23556,1094,15675,5482,7545,1713,23449,1393,8312
LG01	9287846.2885906	10	23556,1094,15675,5482,7545,1713,23449,1393,8312,17660
LG01	9466487.80536913	9	1094,15675,5482,7545,1713,23449,1393,8312,17660
LG01	9645129.32214765	9	1094,15675,5482,7545,1713,23449,1393,8312,17660
LG01	9823770.83892617	7	7545,1713,23449,1393,8312,17660,9645
LG01	10002412.3557047	7	7545,1713,23449,1393,8312,17660,9645
LG01	10181053.8724832	7	1713,23449,1393,8312,17660,9645,2455
LG01	10359695.3892617	4	8312,17660,9645,2455
LG01	10538336.9060403	4	17660,9645,2455,8789
LG01	10716978.4228188	6	9645,2455,8789,11140,5753,9596
LG01	10895619.9395973	8	9645,2455,8789,11140,5753,9596,17561,23584
LG01	11074261.4563758	10	9645,2455,8789,11140,5753,9596,17561,23584,22978,1602
LG01	11252902.9731544	10	2455,8789,11140,5753,9596,17561,23584,22978,1602,2780
LG01	11431544.4899329	10	2455,8789,11140,5753,9596,17561,23584,22978,1602,2780
LG01	11610186.0067114	12	2455,8789,11140,5753,9596,17561,23584,22978,1602,2780,13506,24673
LG01	11788827.5234899	11	8789,11140,5753,9596,17561,23584,22978,1602,2780,13506,24673
LG01	11967469.0402685	12	11140,5753,9596,17561,23584,22978,1602,2780,13506,24673,21844,21720
LG01	12146110.557047	11	17561,23584,22978,1602,2780,13506,24673,21844,21720,9825,9456
LG01	12324752.0738255	9	22978,1602,2780,13506,24673,21844,21720,9825,9456
LG01	12503393.590604	10	1602,2780,13506,24673,21844,21720,9825,9456,17342,13276
LG01	12682035.1073825	11	13506,24673,21844,21720,9825,9456,17342,13276,7855,1176,23055
LG01	12860676.6241611	15	13506,24673,21844,21720,9825,9456,17342,13276,7855,1176,23055,17074,19716,15548,7573
LG01	13039318.1409396	15	24673,21844,21720,9825,9456,17342,13276,7855,1176,23055,17074,19716,15548,7573,253
LG01	13217959.6577181	14	21844,21720,9825,9456,17342,13276,7855,1176,23055,17074,19716,15548,7573,253
LG01	13396601.1744966	15	21844,21720,9825,9456,17342,13276,7855,1176,23055,17074,19716,15548,7573,253,11711
LG01	13575242.6912752	15	9825,9456,17342,13276,7855,1176,23055,17074,19716,15548,7573,253,11711,24779,16291
LG01	13753884.2080537	15	17342,13276,7855,1176,23055,17074,19716,15548,7573,253,11711,24779,16291,14720,22931
LG01	13932525.7248322	14	13276,7855,1176,23055,17074,19716,15548,7573,253,11711,24779,16291,14720,22931
LG01	14111167.2416107	10	17074,19716,15548,7573,253,11711,24779,16291,14720,22931
LG01	14289808.7583893	11	19716,15548,7573,253,11711,24779,16291,14720,22931,20245,8568
LG01	14468450.2751678	7	11711,24779,16291,14720,22931,20245,8568
LG01	14647091.7919463	8	11711,24779,16291,14720,22931,20245,8568,6220
LG01	14825733.3087248	8	24779,16291,14720,22931,20245,8568,6220,5584
LG01	15004374.8255034	7	14720,22931,20245,8568,6220,5584,16036
LG01	15183016.3422819	6	20245,8568,6220,5584,16036,5925
LG01	15361657.8590604	11	20245,8568,6220,5584,16036,5925,12756,20222,16522,6077,15053
LG01	15540299.3758389	11	20245,8568,6220,5584,16036,5925,12756,20222,16522,6077,15053
LG01	15718940.8926174	11	8568,6220,5584,16036,5925,12756,20222,16522,6077,15053,765
LG01	15897582.409396	10	6220,5584,16036,5925,12756,20222,16522,6077,15053,765
LG01	16076223.9261745	10	5584,16036,5925,12756,20222,16522,6077,15053,765,21518
LG01	16254865.442953	9	16036,5925,12756,20222,16522,6077,15053,765,21518
LG01	16433506.9597315	9	16036,5925,12756,20222,16522,6077,15053,765,21518
LG01	16612148.4765101	11	5925,12756,20222,16522,6077,15053,765,21518,2990,24372,6225
LG01	16790789.9932886	9	6077,15053,765,21518,2990,24372,6225,23717,16441
LG01	16969431.5100671	9	765,21518,2990,24372,6225,23717,16441,3473,7823
LG01	17148073.0268456	12	21518,2990,24372,6225,23717,16441,3473,7823,15708,23879,3794,13135
LG01	17326714.5436242	12	21518,2990,24372,6225,23717,16441,3473,7823,15708,23879,3794,13135
LG01	17505356.0604027	12	2990,24372,6225,23717,16441,3473,7823,15708,23879,3794,13135,4365
LG01	17683997.5771812	14	2990,24372,6225,23717,16441,3473,7823,15708,23879,3794,13135,4365,22376,10477
LG01	17862639.0939597	14	2990,24372,6225,23717,16441,3473,7823,15708,23879,3794,13135,4365,22376,10477
LG01	18041280.6107383	13	6225,23717,16441,3473,7823,15708,23879,3794,13135,4365,22376,10477,18099
LG01	18219922.1275168	13	16441,3473,7823,15708,23879,3794,13135,4365,22376,10477,18099,8649,6218
LG01	18398563.6442953	17	7823,15708,23879,3794,13135,4365,22376,10477,18099,8649,6218,7173,4301,20154,1275,12082,6687
LG01	18577205.1610738	15	23879,3794,13135,4365,22376,10477,18099,8649,6218,7173,4301,20154,1275,12082,6687
LG01	18755846.6778523	13	4365,22376,10477,18099,8649,6218,7173,4301,20154,1275,12082,6687,25090
LG01	18934488.1946309	13	22376,10477,18099,8649,6218,7173,4301,20154,1275,12082,6687,25090,17462
LG01	19113129.7114094	13	18099,8649,6218,7173,4301,20154,1275,12082,6687,25090,17462,4103,20926
LG01	19291771.2281879	13	18099,8649,6218,7173,4301,20154,1275,12082,6687,25090,17462,4103,20926
LG01	19470412.7449664	15	8649,6218,7173,4301,20154,1275,12082,6687,25090,17462,4103,20926,9000,17329,1730
LG01	19649054.261745	16	6218,7173,4301,20154,1275,12082,6687,25090,17462,4103,20926,9000,17329,1730,15393,16989
LG01	19827695.7785235	12	1275,12082,6687,25090,17462,4103,20926,9000,17329,1730,15393,16989
LG01	20006337.295302	9	25090,17462,4103,20926,9000,17329,1730,15393,16989
LG01	20184978.8120805	9	25090,17462,4103,20926,9000,17329,1730,15393,16989
LG01	20363620.3288591	9	4103,20926,9000,17329,1730,15393,16989,3223,18566
LG01	20542261.8456376	9	20926,9000,17329,1730,15393,16989,3223,18566,21583
LG01	20720903.3624161	9	9000,17329,1730,15393,16989,3223,18566,21583,24866
LG01	20899544.8791946	11	9000,17329,1730,15393,16989,3223,18566,21583,24866,19900,10039
LG01	21078186.3959732	6	3223,18566,21583,24866,19900,10039
LG01	21256827.9127517	7	3223,18566,21583,24866,19900,10039,7286
LG01	21435469.4295302	7	3223,18566,21583,24866,19900,10039,7286
LG01	21614110.9463087	11	3223,18566,21583,24866,19900,10039,7286,10399,12877,16033,1037
LG01	21792752.4630872	14	3223,18566,21583,24866,19900,10039,7286,10399,12877,16033,1037,9965,18308,23529
LG01	21971393.9798658	12	24866,19900,10039,7286,10399,12877,16033,1037,9965,18308,23529,7275
LG01	22150035.4966443	11	19900,10039,7286,10399,12877,16033,1037,9965,18308,23529,7275
LG01	22328677.0134228	12	10039,7286,10399,12877,16033,1037,9965,18308,23529,7275,24934,11054
LG01	22507318.5302013	16	7286,10399,12877,16033,1037,9965,18308,23529,7275,24934,11054,2866,25204,9277,5569,13275
LG01	22685960.0469799	15	10399,12877,16033,1037,9965,18308,23529,7275,24934,11054,2866,25204,9277,5569,13275
LG01	22864601.5637584	16	10399,12877,16033,1037,9965,18308,23529,7275,24934,11054,2866,25204,9277,5569,13275,9894
LG01	23043243.0805369	13	1037,9965,18308,23529,7275,24934,11054,2866,25204,9277,5569,13275,9894
LG01	23221884.5973154	10	7275,24934,11054,2866,25204,9277,5569,13275,9894,22373
LG01	23400526.114094	11	24934,11054,2866,25204,9277,5569,13275,9894,22373,4003,17121
