chromosome	position	Fst/Fct	Mean_boostrap	lower_95	upper_95	pvalue
LG01	827324	0.066610300601507	0.110267334559562	0.024024780755851	0.493622343787693	0.375093518371667
LG01	1006397.53691275	0.126724097421709	0.113996097908803	0.0173395445601016	0.494745943138931	0.536789066954461
LG01	1185471.0738255	0.260477085797977	0.1222958421626	0.020818246259447	0.463775063632703	0.866817740985232
LG01	1364544.61073826	0.412887388528531	0.126166127385045	0.0252992633055871	0.489354303521123	0.99010324314517
LG01	1543618.14765101	0.4232355949314	0.120657667581322	0.027240028166412	0.459027830565303	0.993405936840333
LG01	1722691.68456376	0.325316224138996	0.128877539286757	0.0244883826058331	0.467126332246194	0.950981635871825
LG01	1901765.22147651	0.281971502328869	0.123865769154208	0.0245868046559554	0.453016738163927	0.905999743298837
LG01	2080838.75838926	0.285208036467986	0.126112977323674	0.0290933725234551	0.441964098201388	0.915940204565117
LG01	2259912.29530201	0.29395998588591	0.139097084927139	0.0353600641052389	0.392368462611149	0.9452268622334
LG01	2438985.83221477	0.261276950993886	0.138333832951611	0.0349389586542147	0.396530026354838	0.894695428982605
LG01	2618059.36912752	0.18995969499034	0.139762761950433	0.0350167095952317	0.394274597609588	0.696290371186486
LG01	2797132.90604027	0.114360784616543	0.143207749509596	0.0391353573919611	0.374821608178187	0.374899176998115
LG01	2976206.44295302	0.0587143602298797	0.147017787566824	0.0459444772440518	0.3540647267909	0.139527987876104
LG01	3155279.97986577	0.0400937303101357	0.147092587593267	0.0464258959021372	0.350109652342816	0.0937402572605095
LG01	3334353.51677852	0.0480790644175188	0.148142409423256	0.0460839415998153	0.346379049258034	0.105651872127014
LG01	3513427.05369127	0.0716884466124461	0.150840099594301	0.0481291343476406	0.336972948813211	0.151103302916797
LG01	3692500.59060403	0.113528003468449	0.149429014728159	0.0491634919104154	0.337064624606222	0.319728192433127
LG01	3871574.12751678	0.184963407375559	0.147489008373573	0.0520460257376365	0.338692594760577	0.687942083579361
LG01	4050647.66442953	0.254176141229981	0.15184229496594	0.0592713989244153	0.31569504804491	0.935771281853054
LG01	4229721.20134228	0.26381664742247	0.153949673983729	0.0611595491208539	0.305590254701341	0.957633995939214
LG01	4408794.73825503	0.240992566671322	0.154496213660309	0.0598340653156201	0.303737799842694	0.912906262797889
LG01	4587868.27516779	0.21376809954138	0.154328217206545	0.0580094199801379	0.30371378914594	0.822907343869384
LG01	4766941.81208054	0.189731545210335	0.151437033062178	0.055583338136568	0.320021186527135	0.708512587195403
LG01	4946015.34899329	0.182492771719592	0.149483692763116	0.0507683454971203	0.334828203342457	0.668884642969269
LG01	5125088.88590604	0.248192436562493	0.134282969691911	0.037736413189711	0.426615099988596	0.867855727054118
LG01	5304162.42281879	0.378287287770222	0.111426142745372	0.0299385817217066	0.478463017769639	0.979613139620271
LG01	5483235.95973154	0.402662207954321	0.130878602737924	0.0365846819713497	0.450551229394871	0.993921908519073
LG01	5662309.49664429	0.27065780597218	0.147554876720942	0.048712604838718	0.344761087221452	0.940175785775054
LG01	5841383.03355705	0.179541139698265	0.150052010614219	0.0528107739482294	0.328115477902198	0.6568144779311
LG01	6020456.5704698	0.138148202340001	0.153600621662145	0.055197147972139	0.309717659498259	0.408553128906692
LG01	6199530.10738255	0.111026565998356	0.154296248022782	0.0575306271315572	0.305623977881551	0.251814952190345
LG01	6378603.6442953	0.0969301112461951	0.152270755238261	0.0575093341852386	0.310987380684361	0.202545510179362
LG01	6557677.18120805	0.12540558730483	0.151082614436743	0.0535714879771023	0.325924226237627	0.360204324489498
LG01	6736750.7181208	0.22521975260336	0.140949780673025	0.0447113425178095	0.371577162664255	0.830733277383326
LG01	6915824.25503356	0.308842970836917	0.136251661495411	0.0397286734615589	0.392322481855662	0.963642432287863
LG01	7094897.79194631	0.255504228114656	0.145639454178733	0.0421118557130825	0.362680211811448	0.899683247209507
LG01	7273971.32885906	0.147793080693009	0.144021018061133	0.0437016756781933	0.3640224998304	0.517534222751692
LG01	7453044.86577181	0.087049462257859	0.148705784152115	0.0465294938309752	0.343598984524277	0.218916953097622
LG01	7632118.40268456	0.0686812460917646	0.150883045615061	0.0521509554542621	0.327637514899589	0.129470219127208
LG01	7811191.93959732	0.0938971605716656	0.151827160342679	0.0538209914408788	0.322017373646627	0.206350992530842
LG01	7990265.47651007	0.14722274473151	0.152022444123393	0.0548728370459877	0.323053671778719	0.472962827475135
LG01	8169339.01342282	0.196535452190621	0.151947131356512	0.057287431749001	0.3142098497159	0.745323762374255
LG01	8348412.55033557	0.223640834685637	0.152521394961136	0.0619064474908541	0.307562100432223	0.864426076078905
