Pohang15	Geoje15	Namhae15	YellowSea16	Jukbyeon07	JinhaeBay07	JinhaeBay08	Boryeong07	Geoje14	Kodiak03	Adak06	WashCoast05	HecStrait04	SalishSea12_13	JuandeFuca12	PWSound12	UnimakPass03
10074	[0.17647058823529413, 0.16216216216216217, 0.15789473684210525, 0.0, 0.05555555555555555, 0.5897435897435898, 0.4186046511627907, 0.08333333333333333, 0.14285714285714285, 0.24242424242424243, 0.4444444444444444, 0.4666666666666667, 0.027777777777777776, 0.05555555555555555, 0.3333333333333333, 0.4318181818181818, 0.4722222222222222]
10139	[0.0, 0.02702702702702703, 0.05263157894736842, 0.0, 0.05555555555555555, 0.07692307692307693, 0.023255813953488372, 0.0, 0.02857142857142857, 0.5757575757575758, 0.37037037037037035, 0.5333333333333333, 0.5, 0.5, 0.6666666666666666, 0.7272727272727273, 0.5]
1017	[0.0, 0.0, 0.0, 0.0, 0.027777777777777776, 0.02564102564102564, 0.046511627906976744, 0.0, 0.0, 0.3333333333333333, 0.25925925925925924, 0.13333333333333333, 0.027777777777777776, 0.16666666666666666, 0.5, 0.06818181818181818, 0.2222222222222222]
10174	[0.08823529411764706, 0.02702702702702703, 0.05263157894736842, 0.03333333333333333, 0.1111111111111111, 0.5897435897435898, 0.5116279069767442, 0.125, 0.14285714285714285, 0.06060606060606061, 0.07407407407407407, 0.3333333333333333, 0.027777777777777776, 0.0, 0.0, 0.18181818181818182, 0.1111111111111111]
10222	[1.0, 1.0, 0.8947368421052632, 1.0, 0.9166666666666666, 0.9743589743589743, 0.9767441860465116, 0.9166666666666666, 0.9714285714285714, 0.9090909090909091, 0.8888888888888888, 0.9666666666666667, 0.9166666666666666, 0.8888888888888888, 0.9444444444444444, 0.8863636363636364, 0.9722222222222222]
10241	[0.17647058823529413, 0.16216216216216217, 0.15789473684210525, 0.06666666666666667, 0.16666666666666666, 0.1794871794871795, 0.23255813953488372, 0.041666666666666664, 0.17142857142857143, 0.5757575757575758, 0.5925925925925926, 0.6333333333333333, 0.7777777777777778, 0.5, 0.8333333333333334, 0.5227272727272727, 0.6666666666666666]
10288	[0.058823529411764705, 0.02702702702702703, 0.15789473684210525, 0.0, 0.0, 0.0, 0.023255813953488372, 0.0, 0.02857142857142857, 0.6666666666666666, 0.9259259259259259, 0.6333333333333333, 0.5, 0.2222222222222222, 0.6111111111111112, 0.7727272727272727, 0.9166666666666666]
10289	[0.0, 0.02702702702702703, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02857142857142857, 0.7878787878787878, 0.8148148148148148, 0.8666666666666667, 0.7222222222222222, 0.7222222222222222, 0.7777777777777778, 0.75, 0.7777777777777778]
10292	[0.38235294117647056, 0.43243243243243246, 0.42105263157894735, 0.2, 0.19444444444444445, 0.5641025641025641, 0.5581395348837209, 0.041666666666666664, 0.2571428571428571, 0.30303030303030304, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.1111111111111111, 0.6666666666666666, 0.3409090909090909, 0.4444444444444444]
10347	[0.0, 0.08108108108108109, 0.0, 0.06666666666666667, 0.05555555555555555, 0.5128205128205128, 0.3953488372093023, 0.4166666666666667, 0.08571428571428572, 0.09090909090909091, 0.4444444444444444, 0.36666666666666664, 0.1111111111111111, 0.05555555555555555, 0.2777777777777778, 0.36363636363636365, 0.3888888888888889]
10370	[0.38235294117647056, 0.40540540540540543, 0.47368421052631576, 0.26666666666666666, 0.6666666666666666, 0.717948717948718, 0.5813953488372093, 0.4166666666666667, 0.5142857142857142, 0.24242424242424243, 0.37037037037037035, 0.3, 0.2222222222222222, 0.3333333333333333, 0.2222222222222222, 0.22727272727272727, 0.3333333333333333]
10394	[0.08823529411764706, 0.10810810810810811, 0.2631578947368421, 0.3, 0.2777777777777778, 0.28205128205128205, 0.09302325581395349, 0.25, 0.05714285714285714, 1.0, 1.0, 1.0, 0.9722222222222222, 0.9444444444444444, 0.8888888888888888, 1.0, 1.0]
10412	[1.0, 1.0, 1.0, 1.0, 0.9722222222222222, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9722222222222222, 0.9444444444444444, 1.0, 1.0, 1.0]
10455	[0.17647058823529413, 0.21621621621621623, 0.2631578947368421, 0.13333333333333333, 0.1388888888888889, 0.6153846153846154, 0.46511627906976744, 0.2916666666666667, 0.22857142857142856, 0.6666666666666666, 0.6666666666666666, 0.6333333333333333, 0.75, 0.5555555555555556, 0.8333333333333334, 0.5227272727272727, 0.7222222222222222]
10496	[0.11764705882352941, 0.1891891891891892, 0.21052631578947367, 0.13333333333333333, 0.1111111111111111, 0.38461538461538464, 0.3488372093023256, 0.125, 0.17142857142857143, 0.7272727272727273, 0.7407407407407407, 0.5666666666666667, 0.6944444444444444, 0.5, 0.8888888888888888, 0.7272727272727273, 0.6388888888888888]
10549	[0.029411764705882353, 0.08108108108108109, 0.0, 0.0, 0.05555555555555555, 0.3076923076923077, 0.3488372093023256, 0.08333333333333333, 0.02857142857142857, 1.0, 1.0, 1.0, 1.0, 0.9444444444444444, 1.0, 1.0, 1.0]
10619	[0.08823529411764706, 0.02702702702702703, 0.15789473684210525, 0.1, 0.0, 0.10256410256410256, 0.23255813953488372, 0.0, 0.08571428571428572, 0.7272727272727273, 0.7407407407407407, 0.6333333333333333, 0.75, 0.3888888888888889, 0.7777777777777778, 0.5681818181818182, 0.6944444444444444]
10640	[0.029411764705882353, 0.08108108108108109, 0.05263157894736842, 0.5, 0.3611111111111111, 0.10256410256410256, 0.06976744186046512, 0.25, 0.17142857142857143, 0.45454545454545453, 0.6296296296296297, 0.5333333333333333, 0.6666666666666666, 0.3888888888888889, 0.8888888888888888, 0.5, 0.75]
10645	[0.029411764705882353, 0.0, 0.10526315789473684, 0.1, 0.1111111111111111, 0.1282051282051282, 0.09302325581395349, 0.0, 0.08571428571428572, 0.9696969696969697, 1.0, 1.0, 1.0, 0.9444444444444444, 1.0, 0.9545454545454546, 1.0]
10681	[0.0, 0.0, 0.0, 0.0, 0.0, 0.02564102564102564, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.9444444444444444, 1.0, 1.0, 1.0]
10715	[0.058823529411764705, 0.05405405405405406, 0.0, 0.13333333333333333, 0.3333333333333333, 0.5128205128205128, 0.37209302325581395, 0.16666666666666666, 0.22857142857142856, 0.3939393939393939, 0.4444444444444444, 0.43333333333333335, 0.3055555555555556, 0.3888888888888889, 0.2777777777777778, 0.4772727272727273, 0.5]
10749	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9714285714285714, 0.9696969696969697, 1.0, 1.0, 1.0, 0.9444444444444444, 1.0, 0.9545454545454546, 1.0]
10867	[1.0, 1.0, 1.0, 1.0, 0.9722222222222222, 1.0, 1.0, 1.0, 0.9714285714285714, 1.0, 1.0, 1.0, 1.0, 0.9444444444444444, 1.0, 1.0, 1.0]
10891	[0.0, 0.10810810810810811, 0.05263157894736842, 0.1, 0.08333333333333333, 0.05128205128205128, 0.023255813953488372, 0.0, 0.17142857142857143, 0.30303030303030304, 0.14814814814814814, 0.5, 0.5277777777777778, 0.6666666666666666, 0.6666666666666666, 0.29545454545454547, 0.3611111111111111]
10958	[0.08823529411764706, 0.10810810810810811, 0.05263157894736842, 0.16666666666666666, 0.4722222222222222, 0.4358974358974359, 0.37209302325581395, 0.4583333333333333, 0.22857142857142856, 1.0, 1.0, 1.0, 1.0, 0.9444444444444444, 1.0, 1.0, 1.0]
10981	[0.0, 0.02702702702702703, 0.0, 0.13333333333333333, 0.1111111111111111, 0.3333333333333333, 0.3953488372093023, 0.125, 0.05714285714285714, 0.21212121212121213, 0.4444444444444444, 0.6666666666666666, 0.3888888888888889, 0.16666666666666666, 0.2777777777777778, 0.45454545454545453, 0.3611111111111111]
10987	[0.0, 0.0, 0.0, 0.0, 0.0, 0.02564102564102564, 0.023255813953488372, 0.0, 0.02857142857142857, 0.8484848484848485, 0.8518518518518519, 0.8333333333333334, 0.9444444444444444, 0.9444444444444444, 0.9444444444444444, 0.7727272727272727, 0.75]
11052	[0.5588235294117647, 0.5135135135135135, 0.47368421052631576, 0.3, 0.4722222222222222, 0.8205128205128205, 0.7674418604651163, 0.4583333333333333, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9444444444444444, 1.0, 0.7727272727272727, 0.9166666666666666]
11079	[0.14705882352941177, 0.16216216216216217, 0.10526315789473684, 0.3333333333333333, 0.4444444444444444, 0.5641025641025641, 0.4883720930232558, 0.3333333333333333, 0.11428571428571428, 1.0, 1.0, 0.9666666666666667, 1.0, 0.9444444444444444, 1.0, 0.9545454545454546, 0.9722222222222222]
11093	[0.058823529411764705, 0.02702702702702703, 0.0, 0.0, 0.05555555555555555, 0.0, 0.0, 0.041666666666666664, 0.11428571428571428, 0.7575757575757576, 0.7037037037037037, 0.9, 0.8611111111111112, 0.7222222222222222, 0.8333333333333334, 0.7045454545454546, 0.7222222222222222]
11140	[0.0, 0.0, 0.0, 0.0, 0.027777777777777776, 0.23076923076923078, 0.20930232558139536, 0.041666666666666664, 0.05714285714285714, 0.36363636363636365, 0.25925925925925924, 0.4, 0.3888888888888889, 0.16666666666666666, 0.5555555555555556, 0.4318181818181818, 0.3611111111111111]
11187	[0.08823529411764706, 0.08108108108108109, 0.05263157894736842, 0.3333333333333333, 0.25, 0.1794871794871795, 0.11627906976744186, 0.125, 0.05714285714285714, 0.7272727272727273, 0.5925925925925926, 0.9, 0.75, 0.8333333333333334, 0.8333333333333334, 0.8863636363636364, 0.6944444444444444]
11205	[0.38235294117647056, 0.2702702702702703, 0.3684210526315789, 0.5666666666666667, 0.5555555555555556, 0.28205128205128205, 0.37209302325581395, 0.625, 0.42857142857142855, 0.6666666666666666, 0.7407407407407407, 0.9, 0.6666666666666666, 0.7777777777777778, 0.7222222222222222, 0.5909090909090909, 0.75]
11211	[0.0, 0.0, 0.0, 0.0, 0.027777777777777776, 0.05128205128205128, 0.046511627906976744, 0.041666666666666664, 0.0, 0.48484848484848486, 0.2962962962962963, 0.4666666666666667, 0.4166666666666667, 0.1111111111111111, 0.6111111111111112, 0.4090909090909091, 0.3888888888888889]
11226	[0.0, 0.0, 0.0, 0.03333333333333333, 0.08333333333333333, 0.02564102564102564, 0.0, 0.041666666666666664, 0.05714285714285714, 0.9090909090909091, 1.0, 0.8333333333333334, 1.0, 0.9444444444444444, 0.8333333333333334, 0.9318181818181818, 0.9722222222222222]
11314	[0.2647058823529412, 0.3783783783783784, 0.3157894736842105, 0.16666666666666666, 0.3333333333333333, 0.6153846153846154, 0.5813953488372093, 0.125, 0.3142857142857143, 0.21212121212121213, 0.2222222222222222, 0.13333333333333333, 0.08333333333333333, 0.1111111111111111, 0.3333333333333333, 0.1590909090909091, 0.16666666666666666]
11322	[0.0, 0.0, 0.0, 0.06666666666666667, 0.027777777777777776, 0.3333333333333333, 0.27906976744186046, 0.041666666666666664, 0.0, 0.18181818181818182, 0.37037037037037035, 0.43333333333333335, 0.3055555555555556, 0.16666666666666666, 0.5, 0.4318181818181818, 0.4444444444444444]
11329	[0.029411764705882353, 0.05405405405405406, 0.10526315789473684, 0.06666666666666667, 0.08333333333333333, 0.5128205128205128, 0.5348837209302325, 0.16666666666666666, 0.14285714285714285, 0.2727272727272727, 0.4444444444444444, 0.5, 0.3333333333333333, 0.2222222222222222, 0.5, 0.6136363636363636, 0.4444444444444444]
