chromosome	position	Fst/Fct	Mean_boostrap	lower_95	upper_95	pvalue
PCodG	891695	0.014646557587156	0.0218024352112324	-0.00340683634399373	0.12952899635101	0.417853638345075
PCodG	1064607.51174253	0.031846656916004	0.023519195566141	-0.0029779578855706	0.120273089720831	0.602042476967748
PCodG	1237520.02348507	0.0602429884266062	0.0246153109267401	-0.00196208346208359	0.111107174073112	0.887591260655055
PCodG	1410432.5352276	0.0802449072515278	0.0242597308181883	-0.000562283269651348	0.110231752447085	0.971871893953377
PCodG	1583345.04697014	0.0651685154694859	0.0242926563027781	-0.000204740761094923	0.111789881214486	0.922551547563193
PCodG	1756257.55871267	0.041796317612678	0.0250449734136993	-0.0010198567858121	0.106443629214948	0.722033039763159
PCodG	1929170.0704552	0.0352397159666278	0.0247301319136527	-0.00112250988995784	0.108227883295539	0.643342106323076
PCodG	2102082.58219774	0.0356148441493754	0.0252095605842771	6.45462382980308e-05	0.106717853097834	0.647414617109339
PCodG	2274995.09394027	0.033743606174149	0.0266164840436271	0.00135701851608274	0.0945377506149616	0.616212831281107
PCodG	2447907.60568281	0.0288841754013386	0.0258668859667264	0.000937468232916382	0.100821294965815	0.546488043866836
PCodG	2620820.11742534	0.0236420208823832	0.0258555351283139	0.000698516703245951	0.101500973332928	0.466199896668625
PCodG	2793732.62916787	0.0194246291946272	0.0269073193440639	0.00196611489390519	0.0934948789629205	0.376336207448179
PCodG	2966645.14091041	0.0182438403123642	0.0272347224677541	0.00329375288159258	0.0890346573301054	0.343683668943254
PCodG	3139557.65265294	0.0186653561582562	0.0274135932790469	0.00349491670112555	0.0880526430405374	0.344429627703748
PCodG	3312470.16439548	0.0200094835943468	0.0279972622592805	0.00416755443384114	0.0839614663927011	0.349256470349713
PCodG	3485382.67613801	0.0225591511614337	0.0284426891906069	0.00495303800140444	0.0802737965457622	0.381248045700036
PCodG	3658295.18788054	0.0233321403253109	0.0284274980957499	0.00510652163147091	0.0802171771758094	0.396385492851737
PCodG	3831207.69962308	0.0205409025235455	0.0283936157639337	0.00598691412698989	0.0794723249831031	0.339662864931361
PCodG	4004120.21136561	0.0179273943341645	0.0291271771791445	0.0082485356221481	0.0736426647537867	0.253365050323365
PCodG	4177032.72310815	0.0209601966059872	0.0296730053893129	0.00910698165602181	0.0681682615226384	0.283904498698724
PCodG	4349945.23485068	0.0274232614851301	0.0297210210848811	0.00901075766895425	0.0680710734658537	0.440262821891256
PCodG	4522857.74659321	0.0336943822074182	0.0299406121708092	0.00897680021514756	0.0672206399150602	0.598457952139586
PCodG	4695770.25833575	0.0378457534993993	0.0296836865806704	0.00813379716882738	0.0698939953362919	0.695195441205031
PCodG	4868682.77007828	0.036838096653047	0.0288852505862189	0.00715662845797316	0.0749094673082462	0.674604065769595
PCodG	5041595.28182082	0.0253012963747839	0.0280139476827005	0.00522315293248005	0.0831458775028265	0.446814915641522
PCodG	5214507.79356335	0.00934567366986024	0.0240703208372519	0.000659581646399243	0.111368170294875	0.305552474122449
PCodG	5387420.30530589	0.0126513456232824	0.0233196367946267	0.000313816867125763	0.113641357688107	0.360297595911432
PCodG	5560332.81704842	0.0405805313582834	0.0273362614068801	0.00382827637419798	0.0883369336361631	0.725848855816707
PCodG	5733245.32879095	0.0617360373395267	0.0284978433696051	0.00571604548815213	0.0794535898768765	0.95972035444044
PCodG	5906157.84053349	0.0639691786067694	0.0289214042264224	0.00610025590472113	0.075761820247692	0.974065828055019
PCodG	6079070.35227602	0.0623258146338735	0.0294284802006697	0.00680733035693645	0.0720762935561198	0.973876882020257
PCodG	6251982.86401856	0.0647566631734047	0.0293103935317987	0.00715141178339995	0.0723449836707259	0.981877583918267
PCodG	6424895.37576109	0.0688935977418839	0.0290924975192478	0.00704687409375817	0.0755307757550563	0.987758842692638
PCodG	6597807.88750362	0.0587824228736475	0.0282147693263516	0.0053172375514153	0.0804816615418487	0.940734739406226
PCodG	6770720.39924616	0.0336678367437382	0.0265474839892279	0.00225140388197818	0.0959580048319729	0.615712114119324
PCodG	6943632.91098869	0.0154895808681262	0.0258368131105223	0.000876667750171887	0.10045031388186	0.343926479841981
PCodG	7116545.42273123	0.0118837337802467	0.0266920513419474	0.0019499119161287	0.0935135078520163	0.266396006801075
PCodG	7289457.93447376	0.0208059431614096	0.026549153520327	0.00298021430660489	0.0944486463157023	0.404039915143618
PCodG	7462370.44621629	0.0348179347855046	0.0276263779498983	0.00389738205425663	0.086791374028127	0.631029939621995
PCodG	7635282.95795883	0.0470203014711498	0.0285463488021218	0.00526077069222658	0.0795872125924475	0.830773481711343
PCodG	7808195.46970136	0.0552603077002697	0.0289473939293054	0.00627322683421859	0.0756246254811808	0.928506760040915
PCodG	7981107.9814439	0.057971198842338	0.0290340958438861	0.00669562544231214	0.0746235446809869	0.949593725724538
PCodG	8154020.49318643	0.052962920673781	0.0290473249540251	0.00678739659874644	0.074925386948473	0.913022942907445
PCodG	8326933.00492896	0.0403185211809427	0.028693789213893	0.00609869729646908	0.0768154177517672	0.73612337252251
