VCF_Index	Locus	Pvalue	Qvalue	sq.M.dist
1013	8100_53	0.000432451699921959	0.0831047712937511	21.4635994047236
1046	8295_66	0.000324104157971858	0.0831047712937511	22.2627463974667
1196	9545_72	0.000396102052269826	0.0831047712937511	21.7068820869135
1897	14955_51	0.000550705631113621	0.0905159800957661	20.7937873232983
2031	16032_59	8.87193422692047e-05	0.0608589050272832	25.852704735142
2461	19718_50	0.000100982696394828	0.0608589050272832	25.4939512207452
2481	19864_79	4.92643917004019e-06	0.00890700201943266	33.8630291632516
2576	20552_60	0.000459650283704375	0.0831047712937511	21.2945867502077
2677	21518_52	0.000259685089436349	0.0831047712937511	22.8767674259473
2750	22068_80	0.00019592387423573	0.0831047712937511	23.657454075746
2817	22657_68	0.000310530056810294	0.0831047712937511	22.3812977898116
