VCF_Index	Locus	Pvalue	Qvalue	sq.M.dist
2	5_36	0.000253987944043828	0.00328724212315835	25.5887785960735
11	54_91	4.54263180030478e-10	1.7911376696493e-08	66.49670677895
19	93_56	0.0139898617213679	0.0812307488368369	13.197191461249
24	117_62	1.37355906830175e-15	9.65209864596345e-14	105.781519770521
31	164_55	0.00645409448800975	0.0461718057246717	15.5885189576125
39	198_50	0.00559909579204482	0.0420736815575081	16.0277933207095
44	220_76	0.00413611392166402	0.0335533658664081	16.9639267066247
65	348_68	4.01115202026986e-06	8.09617192860558e-05	38.4112858458276
66	364_48	7.36286545830459e-05	0.00110473549395979	29.4163351574964
67	367_29	0.000659844910916927	0.00740891838442207	22.6376541982718
91	490_42	0.00703454092052211	0.049284491585997	15.32232094497
106	571_34	0.00139405250754642	0.0137417034304208	20.3256217577445
116	617_66	2.15738207662831e-05	0.000377090176213469	33.2108206389751
122	735_70	1.77022915256443e-38	3.33485430946395e-36	268.700026606005
144	765_32	3.25760473279863e-05	0.000536229927890043	31.9369904772133
171	941_65	7.6717288444895e-05	0.00113790427709152	29.2893133719238
178	964_90	0.00969083364418569	0.0634382597413236	14.3320946789229
188	1020_35	0.00376315958326362	0.0312760828381706	17.2560282936812
267	1571_90	8.57244071630228e-05	0.00124224859745814	28.946169347793
268	1567_81	0.0139172091995588	0.0810865929639949	13.2132860472508
311	1881_78	1.87321528049637e-37	2.8872533446258e-35	261.407723376478
314	1907_77	0.0020518611558239	0.0190102035280734	19.1308136299089
315	1911_85	1.68546305644268e-07	4.7627509656682e-06	48.2088933739382
355	2196_52	3.19530662430663e-06	6.60676065555638e-05	39.1141868033584
384	2390_55	0.00549643479240939	0.0416028370859921	16.084995450453
389	2446_50	9.38476704932181e-05	0.00133710779917231	28.6663159265025
413	2647_80	0.00330535605061699	0.028161452977251	17.6569888583773
424	2735_76	3.36977891498688e-07	8.52739719429954e-06	46.0673615222683
430	2780_54	7.00680515425782e-06	0.000134997975322219	36.6870625141256
455	2966_76	1.25565959102155e-05	0.000228917427146605	34.883827999615
458	2974_48	0.00605558997523056	0.0444461725444503	15.785523504304
461	2990_79	8.43255312101499e-06	0.000160641949336996	36.114536809523
463	2997_63	0.00958171845231812	0.0629670846269093	14.3670966921119
467	3015_76	0.014704716672553	0.0848006570116854	13.0431454906214
476	3061_28	0.00617540311027826	0.0449365035597787	15.7249616736014
482	3096_79	5.38678952128369e-06	0.000106199248081212	37.499811220874
499	3195_89	0.0119754495966063	0.0738265069243397	13.677777084648
516	3304_87	0.00381348088525738	0.0314027051390346	17.2149678188606
529	3351_82	0.0078659171702413	0.0535599185918312	14.9770248521051
549	3460_56	0.00427247356529523	0.0341690897746569	16.8636631106658
558	3523_34	1.01053486752713e-05	0.000188278095730786	35.5551559190751
563	3561_73	7.51029184618764e-07	1.76853721821187e-05	43.5900737042855
573	3606_36	0.0108733058937478	0.0690462714135799	13.9762158520696
578	3651_86	0.00523905113035026	0.0400119344777679	16.233242101803
580	3680_38	0.00758632394087112	0.0522860895952656	15.088897770451
584	3708_57	3.66017361593757e-07	8.99378459524389e-06	45.8118409385811
594	3776_57	0.000342438453693988	0.00423791114338959	24.6651434216988
615	3875_79	1.05943438769846e-18	9.45388577893883e-17	127.936714598856
619	3887_73	0.000268381511838358	0.00344721642407673	25.4183890200947
652	4062_70	0.000810106663624902	0.0087107692588534	22.0034816896018
668	4133_67	0.0119186324479461	0.0737594984476658	13.6924775910091
714	4365_60	1.60485168036417e-19	1.60057439991476e-17	133.770504523324
723	4398_61	0.0159076757383529	0.089903243734436	12.8000820358689
724	4402_81	0.00443000623757067	0.0350978449289629	16.7517405980664
749	4514_61	0.0180143284478971	0.0975806318012863	12.4156557346908
751	4539_57	7.51213431857164e-11	3.18414795654315e-09	72.0593553611718
774	4644_51	0.00373285220719916	0.0312760828381706	17.2810238515836
791	4747_79	2.06434885993734e-08	6.4815551156434e-07	54.6996079870523
806	4834_53	3.52830555374391e-41	7.47766642779471e-39	287.920601076504
815	4885_43	0.0027656942041928	0.0241708718661825	18.207984406373
822	4905_55	3.52923552720325e-05	0.000559225222759475	31.6894274294024
836	5011_29	0.000900062005186289	0.00953767089697413	21.6779963610224
858	5174_31	0.0162710099550582	0.0907482665582744	12.7302750565435
877	5333_31	0.00265420150047626	0.0234381078376909	18.3351762258546
879	5336_88	1.08503601779027e-06	2.42058562033941e-05	42.4527857109265
896	5464_49	0.00426408495689155	0.0341690897746569	16.8697381574987
906	5516_56	0.0162846378707138	0.0907482665582744	12.7276871683344
914	5562_45	1.01308171023802e-06	2.29019835245544e-05	42.6648852304096
920	5580_61	0.010109299841576	0.065670520275834	14.2014176264591
937	5654_86	0.000217172217633833	0.00283237531202184	26.0728321679391
942	5679_36	0.0131251146911354	0.0783564322769292	13.3944199029723
962	5765_84	0.0119200652109288	0.0737594984476658	13.6921060265051
1000	5995_39	0.00593775875249039	0.0439169962180986	15.8462637141467
1002	6028_46	0.00123000876372398	0.0122673052156487	20.7126073670466
1003	6031_42	3.83770036847838e-06	7.8394006013632e-05	38.547928214822
1017	6144_80	0.0177514368890571	0.0967749621596465	12.4610979329003
1028	6220_71	1.36616441088982e-17	1.1029950395709e-15	120.03322581334
1065	6426_86	0.017982815438647	0.0975806318012863	12.4210678162805
1066	6429_61	0.00164055589349764	0.0156264711852794	19.8223291087345
1084	6526_63	6.79647921945964e-09	2.30464413979704e-07	58.1338001317736
1091	6565_44	0.00902715456703299	0.0602569365609009	14.5513870095431
1103	6631_29	0.00105718966468911	0.0109965180333377	21.1806213495045
1111	6660_52	0.00445695770564959	0.0351471357995033	16.7329918302284
1163	6962_43	0.0111070480988762	0.0700061604470079	13.9104710810297
1167	6983_53	0.000290865651705857	0.00370792280454148	25.1697043357645
1177	7046_82	0.00635926848558249	0.0460766811839919	15.6342714369462
1208	7205_55	0.00513347760879873	0.0393830443777756	16.2961677576113
1211	7214_60	2.07301768937899e-09	7.47816488328904e-08	61.8041646877608
1226	7313_69	2.84561151410251e-05	0.00048246464738229	32.3549504340576
1227	7314_35	0.000144644155287701	0.00201016147464033	27.3290967107909
1232	7328_39	8.30237641639135e-07	1.92827711055552e-05	43.2801374199984
1268	7545_46	0.00103389622851304	0.0108206119598838	21.2494900744496
1290	7690_38	8.99836381478211e-130	7.6282240274208e-127	918.485027886301
1309	7769_76	1.04723185485081e-05	0.000192994486985421	35.444894720405
1327	7879_28	0.000634469481708803	0.00721962026310937	22.7588734670196
1335	7940_62	0.000364724909067835	0.00444877571017334	24.4702453764531
1342	7975_63	0.00779439578941312	0.0532869251457467	15.0052594017254
1347	8019_80	0.0116126980191241	0.072653029482828	13.7728577264165
1353	8033_75	3.48021535518478e-23	3.93373179679736e-21	159.84784242084
1365	8086_77	2.452969492833e-38	4.1589340482144e-36	267.69174122169
1370	8124_33	0.000309560792200483	0.00388778345603962	24.9771507020539
1385	8194_39	1.88084701996503e-11	8.61869745338956e-10	76.3398961176471
1393	8209_47	0.00616372086722822	0.0449365035597787	15.730814753206
1403	8277_67	0.000721625272842902	0.00799668870875731	22.3609975594402
1406	8289_59	0.00506490657888681	0.0390336033780196	16.3377356724872
1407	8295_66	0.000391233132186615	0.00472584355961084	24.2533734105998
1436	8499_62	3.0427171197692e-05	0.000510775538938827	32.147930762531
1440	8525_86	0.000393014494165669	0.00472584355961084	24.2393309858945
1444	8534_89	0.000170113366768785	0.00230644018550897	26.8277567437041
1450	8569_91	0.000804475180440381	0.0087107692588534	22.025044575239
1472	8746_52	0.0159017808355609	0.089903243734436	12.8012277144514
1490	8820_64	0.00398672960177794	0.0324970046318879	17.0776339909113
1504	8907_61	0.00908808614402324	0.0604257627223754	14.5305928037232
1507	8936_51	0.013624070144306	0.0804849837421188	13.279089452088
1514	9002_55	0.00843510101345729	0.056751799063378	14.7610730591972
1535	9158_70	0.000695170771269329	0.00775421435337112	22.4764452151327
1551	9211_65	0.00236541882408003	0.0212195481066958	18.6912356532975
1556	9229_89	0.00111018413407051	0.0113390537725943	21.0294304361089
1559	9251_31	0.00582218829046658	0.0432953530996239	15.907020928895
1576	9355_49	0.000429831681168834	0.00511308406463188	23.9625320535371
1589	9434_65	0.013523747683163	0.0801716667770156	13.3019353178093
1593	9456_30	3.38402340479751e-05	0.000541274265368457	31.8193026577289
1599	9502_68	0.00351710424402483	0.0298157083370423	17.4650510210607
1603	9545_72	1.82204275416701e-06	3.96053492367996e-05	40.8505316625389
1632	9684_29	0.0147813928152379	0.0849538820144041	13.0270691887219
1636	9714_35	1.28534343149683e-08	4.19088482231566e-07	56.1641346631843
1637	9717_52	2.13483384346003e-07	5.83797560650312e-06	47.4783176919369
1641	9731_66	0.0170460893453431	0.0935311270111009	12.5864284032408
1671	9896_83	0.000216894205581567	0.00283237531202184	26.0767917548656
1685	9980_67	0.0128219358772467	0.0770893491038613	13.4666591163511
1695	10022_55	0.00140732716251741	0.0137923685417745	20.2963265277982
1700	10061_54	0.0145478477634414	0.0841823439208798	13.0762982350821
1704	10079_72	3.1410417783467e-08	9.68279884812574e-07	53.4021526732
1737	10263_54	0.0104241856048427	0.0672010832038434	14.1066048662833
1764	10421_35	9.22071380432945e-05	0.0013248674235456	28.7208286114701
1767	10440_61	9.11033254775082e-11	3.7673872158404e-09	71.4631152489997
1772	10460_54	1.69374398854655e-44	4.10241520591159e-42	311.541612538093
1814	10730_82	2.74760884505627e-05	0.000470554138782409	32.4632839442376
1824	10785_73	4.79314757666751e-13	2.62149475629469e-11	87.683304308793
1831	10828_61	0.000111053416369282	0.00155609619063581	28.1459659719473
1835	10840_73	0.00177953104760315	0.0167618886355117	19.5709775305635
1869	11019_91	0.00148311438236648	0.0144515784443379	20.1341926650161
1893	11146_32	0.000356136154379083	0.00437549170497959	24.5439070486222
1898	11166_91	0.00922846860362462	0.0611194672681277	14.4832100874052
1903	11190_87	1.05284641587041e-83	5.95022865048196e-81	590.594144463143
1926	11313_30	0.00456593392811468	0.0355110092560629	16.6583212514109
1955	11479_91	3.2988189563076e-05	0.00053779285585398	31.8981282020044
1956	11482_73	0.0121768482668604	0.0742642817219804	13.6262244814425
