VCF_Index	Locus	Pvalue	Qvalue	sq.M.dist
11	54_91	1.92049579547219e-06	5.31413634181743e-05	41.8088982744261
24	117_62	1.09021799234197e-11	7.71423213891627e-10	77.0915926174862
65	348_68	0.000538920766468138	0.00778778459713112	25.0589676093428
116	617_66	0.00192572999267155	0.0223254121184295	21.2142923521416
122	735_70	3.20493023925525e-30	7.30724094550197e-28	200.124169288533
123	669_43	1.21821070283208e-05	0.000280872849686676	36.3537033715114
125	673_76	0.00752434459660221	0.071481273667721	17.054659736727
178	964_90	0.000768426658455748	0.0107266088649741	23.991197181808
240	1345_80	4.36497964084101e-08	1.57139267070276e-06	52.9191220663629
246	1407_49	4.65509149548896e-06	0.000119403096859292	39.1975781155889
266	1565_85	0.00973766061774269	0.0865007774355325	16.2606316069624
267	1571_90	0.00615801431708281	0.0596049310313864	17.6699855369358
311	1881_78	2.79160660347074e-26	4.09169767880139e-24	174.052647082739
315	1911_85	0.00141558869822113	0.0178207853297531	22.1465913804321
318	1933_85	0.000206030663243724	0.00341750190069944	27.9422182208392
346	2135_88	0.00812628811356921	0.0751132576983965	16.8179450648096
355	2196_52	0.00244520490609328	0.0273190808809913	20.4892301196467
357	2206_91	0.0084179900464382	0.0767720692235164	16.7093954909481
380	2368_47	0.00118937556452683	0.0154468269519561	22.6730885496419
389	2446_50	0.0025463786783858	0.0282441570164738	20.3659959679033
424	2735_76	9.2064345197656e-05	0.00170197069279485	30.3473593604077
430	2780_54	0.00585895880995959	0.0569790686162895	17.8226278427062
437	2824_36	0.00765292771604825	0.0723677772964563	17.0025610779056
455	2966_76	0.0109473290286446	0.0950761407776294	15.8991672013655
460	2985_78	1.51379023511186e-06	4.37506698936555e-05	42.5098646397812
461	2990_79	0.000465864621219982	0.00698903124558714	25.4967454301222
482	3096_79	0.00172194182543731	0.0207848507399845	21.5533865587154
504	3226_52	1.38159667021651e-28	2.36253030607022e-26	189.311409730173
525	3341_58	2.88405244914835e-08	1.13809146647162e-06	54.131813970895
558	3523_34	0.000103737754472575	0.00188380417856393	29.9914524176213
563	3561_73	0.00294722439088668	0.0318300234215761	19.9212701203696
584	3708_57	0.000169575699637112	0.00289974446379461	28.5244148900094
594	3776_57	0.00776400163592566	0.0730813364996305	16.9582480542606
615	3875_79	4.60923502273737e-15	4.11223924637265e-13	99.6029287367334
657	4081_55	0.00328858447155634	0.0350514947547981	19.5874914712279
714	4365_60	2.88930037503592e-15	2.82325922360653e-13	100.953702738453
746	4507_36	0.000435380159506632	0.00661777842450081	25.6999996841205
751	4539_57	3.25211072708627e-08	1.23580207629278e-06	53.7804170162783
787	4734_49	6.01835896123844e-07	1.87116251340323e-05	45.2236524584178
791	4747_79	1.93454729542753e-08	8.10141030656589e-07	55.2997077433773
806	4834_53	4.03471636660122e-32	1.03490474803321e-29	212.687753706184
812	4856_76	3.13091449518901e-08	1.21219557436375e-06	53.8915377649199
822	4905_55	0.000466616608501676	0.00698903124558714	25.4919004298239
862	5196_90	0.00913222747653986	0.0825521179817612	16.4585446267886
867	5217_74	0.00117950018989894	0.0154161426093798	22.6982834344346
879	5336_88	3.11072128923769e-06	8.08000010824776e-05	40.3871640523207
900	5476_35	0.00344881002281152	0.0361965180653173	19.4424991261874
914	5562_45	0.00238728322293003	0.027064669466588	20.5620771728966
937	5654_86	0.00839265894252833	0.0767720692235164	16.7186734026113
949	5707_76	6.67650378155008e-17	7.61121431096709e-15	111.841716065578
1003	6031_42	0.00405365376812961	0.0415904876610098	18.9495016801835
1012	6085_61	0.00483162736450277	0.0478961321350709	18.4129595290239
1020	6157_60	0.000874902015070578	0.011889396920032	23.6000437011251
1028	6220_71	4.67275908788042e-14	3.99520902013776e-12	92.9000482505868
1059	6393_29	5.2979477218121e-05	0.00105547463351053	31.9926031373264
1068	6432_60	8.54472811553033e-12	6.26206503323866e-10	77.7990861121329
1069	6441_39	2.62076313942338e-06	6.98416358713866e-05	40.8925968374069
1084	6526_63	1.88250198986875e-06	5.29163573042557e-05	41.867771031574
1110	6658_72	0.000838557162937607	0.0115484516667649	23.7279733817797
1142	6860_76	0.000294103728544921	0.00475197520452109	26.8766998768837
1143	6870_70	0.0102447517187397	0.0902241653513041	16.1039949955359
1173	7000_73	8.486815975259e-08	2.95168582732737e-06	50.9719854634799
1186	7096_84	0.00126635255542492	0.0163431159983141	22.483535018481
1203	7173_66	0.011297344722662	0.0969964492506377	15.801914479423
1211	7214_60	2.84986236232393e-06	7.49733021472912e-05	40.6454773446354
1216	7241_88	7.45231492806038e-11	4.49769124481762e-09	71.5059872675799
1226	7313_69	0.00181027409561176	0.0214035058392956	21.4017651364987
1232	7328_39	0.00150082154988282	0.0185523242190334	21.9696460114709
1245	7399_44	0.0115043939185165	0.0981687091413648	15.7457742807616
1263	7509_89	8.75669699584383e-08	2.99479037257859e-06	50.8802638801048
1290	7690_38	1.50386004080895e-103	1.54296040186998e-100	683.433422353544
1304	7754_29	0.000206515709398992	0.00341750190069944	27.9351844422621
1309	7769_76	0.00956534502257634	0.0853395129840289	16.3156962631788
1329	7902_58	0.00561565635040249	0.0548729849096472	17.9526078360327
1353	8033_75	2.06236088456638e-16	2.1159822675651e-14	108.583837261136
1365	8086_77	1.01702823632176e-28	1.92246993554379e-26	190.191697872139
1370	8124_33	0.00832998110831447	0.0766507678666426	16.7417495058983
1374	8148_45	0.00133562209394192	0.017022959855707	22.3224953555171
1385	8194_39	2.51545867089208e-08	1.01210219464128e-06	54.5318070465645
1395	8217_47	0.0021169668051673	0.024268245163147	20.9270216898051
1403	8277_67	0.00169326657165059	0.0205596627516392	21.60427088053
1436	8499_62	0.00464214865791001	0.0464251794105777	18.5353073780433
1441	8526_30	0.00933227788638142	0.0839905009774328	16.3917525197706
1444	8534_89	0.010654791861463	0.0934343286312908	15.9828310841587
1450	8569_91	0.00156488723972996	0.0192284348259035	21.8430909996585
1458	8601_60	0.00426134444543475	0.043288508920951	18.7968990209006
1462	8671_85	2.38884356217733e-10	1.36164083044108e-08	68.1170353298136
1490	8820_64	0.00666558419422868	0.0642149237866537	17.426953889527
1535	9158_70	0.011027349661343	0.0950761407776294	15.8766656676646
1551	9211_65	2.44894454336286e-08	1.00504684059612e-06	54.6101877781571
1554	9216_37	6.10971725740898e-08	2.16157582969021e-06	51.9346084405699
1576	9355_49	0.000625690457539484	0.00897843929280435	24.609940425498
1590	9443_75	0.00288020635275948	0.0314186935265041	19.9912822672211
1593	9456_30	0.000978862663303795	0.0131801366845492	23.2613320234353
1598	9492_67	0.000267560533691217	0.00435741440582839	27.1600584426411
1603	9545_72	0.00329675364896493	0.0350514947547981	19.5799313062366
1636	9714_35	1.64348036691064e-06	4.68391904569532e-05	42.267774171669
1637	9717_52	3.11412449252566e-05	0.000665644110277359	33.5715359453797
1671	9896_83	0.00683850256437979	0.0652679407539875	17.3483190034507
1692	10012_73	9.26711628808313e-07	2.75595980045603e-05	43.9542776735976
1695	10022_55	0.0079798229229459	0.074429984717659	16.873908101578
1704	10079_72	0.000492630379278196	0.00732519955274535	25.3289062936834
1761	10413_70	0.000519592860134306	0.00767053632370932	25.1687612833583
1767	10440_61	7.13137649215563e-07	2.18411709879154e-05	44.7247723706035
1772	10460_54	2.54786061730955e-35	7.46887140959884e-33	233.834250296054
1793	10580_80	0.00052583408367596	0.00770722528359335	25.1328698623239
1808	10706_34	1.07773428399417e-07	3.62542746025581e-06	50.2718181782206
1824	10785_73	1.50998698453546e-09	7.28615046342282e-08	62.7456973735454
1853	10951_60	0.00518467623370773	0.0509040939309486	18.1971536965742
1866	11008_50	0.00244104074055993	0.0273190808809913	20.494409946804
1903	11190_87	1.73207918414511e-68	1.18474216195526e-65	452.589760871818
1955	11479_91	0.00450875590202577	0.045352779955671	18.624441299754
1964	11509_69	1.53855209188149e-11	1.05236963084694e-09	76.0911602695618
1999	11736_75	0.00380014130111982	0.0393832825752417	19.146625332011
2001	11741_72	4.36921014784861e-17	5.27389366081491e-15	113.066210393529
2003	11759_75	1.5211674840361e-09	7.28615046342282e-08	62.7241887373453
2005	11761_60	1.24089746443063e-20	1.6975477313411e-18	136.622163074101
2008	11770_43	0.00355857436237295	0.0370669776222807	19.346971834987
2030	11951_82	0.000418999939972553	0.00641632743898267	25.8151408759087
2088	12254_48	0.00850157744978663	0.0771913138361158	16.6789746649651
2093	12294_64	0.000140884622660865	0.00247089953589824	29.0781214796104
2098	12320_71	0.000336846515768879	0.00535820969269565	26.4699498767006
2106	12384_74	0.000684428877729459	0.00968584866966104	24.3398574797307
2133	12555_28	0.011529560868942	0.0981687091413648	15.7390184092774
2161	12693_72	0.000109647670756099	0.00193962948613375	29.8262083919169
2166	12711_44	3.33856082215249e-05	0.000699053755822133	33.3649144268463
2186	12793_90	5.81049052742464e-11	3.61306865523496e-09	72.2295920487987
2188	12810_70	0.0109189320569486	0.0950761407776294	15.9071913418612
2241	13107_82	0.000762380167697753	0.0107150966035328	24.0149987730861
2248	13152_71	0.00262107736360298	0.0287617687171835	20.2780856111184
2254	13180_86	9.08398601842339e-06	0.0002219088013072	37.2219933871967
2262	13221_69	3.33811095614911e-15	3.11354712818999e-13	100.536128937109
2263	13218_69	0.00181875715753224	0.0214035058392956	21.3875923706475
2274	13286_89	6.91757835353038e-10	3.6397104567806e-08	65.0208056706436
2298	13406_30	8.45409872860329e-06	0.000209009766157759	37.4345137410197
2299	13411_68	5.69685295246944e-11	3.61306865523496e-09	72.2870160872516
2302	13430_78	0.000412705517112698	0.00636745654973877	25.8605809410408
2315	13505_86	3.95872663027159e-05	0.000804287826269039	32.858832871245
2318	13518_85	4.17424483121861e-05	0.000839759842515744	32.7013149973068
2320	13523_89	0.00164895554892228	0.0201408142046936	21.6846072631139
2328	13556_86	0.000153153502129835	0.00266331344381714	28.8287470195097
