PCod Combined data set. batch 8 final filtered genepop. Subsample of aligned loci 2018-03-25 10:29:49
3	75
5	36
6	49
11	49
16	59
19	91
20	88
24	57
39	36
53	84
54	91
63	78
67	28
75	48
86	65
88	61
91	88
92	41
93	56
98	40
101	40
109	73
111	79
117	62
121	62
126	78
139	71
142	91
148	88
160	61
164	55
166	78
167	47
169	76
174	91
183	55
187	52
189	28
192	82
198	50
200	65
206	70
212	71
220	76
221	37
227	47
228	89
232	56
236	29
240	71
244	78
245	66
246	47
248	70
253	78
256	50
263	66
265	28
287	55
297	73
298	35
308	46
315	48
331	54
348	68
364	48
367	29
368	37
373	59
376	68
377	89
379	64
380	51
381	80
388	77
391	49
392	34
404	77
410	60
411	53
415	88
419	59
420	65
422	68
425	88
440	43
445	54
463	77
472	84
481	87
490	42
494	59
512	73
514	78
522	56
525	48
528	85
534	53
535	75
541	28
545	39
548	43
554	63
557	40
561	29
571	34
579	47
589	59
592	62
594	43
597	34
605	85
612	65
613	30
616	42
617	66
618	35
630	79
644	85
647	56
660	41
663	90
669	43
671	70
673	76
691	74
694	47
695	52
700	40
705	76
707	85
708	48
716	59
719	48
721	39
730	60
733	28
734	45
735	70
739	62
746	62
752	70
756	31
765	32
766	64
768	53
769	63
772	85
780	34
786	29
792	76
803	85
805	81
813	74
815	86
820	47
825	91
829	85
832	82
844	47
860	62
862	89
885	35
888	53
899	77
901	90
917	50
925	70
926	29
927	91
940	90
941	65
943	84
951	69
952	76
954	34
960	51
962	65
964	90
966	61
974	81
982	86
986	29
992	35
1000	37
1002	68
1007	79
1017	58
1020	35
1027	35
1031	39
1036	89
1037	64
1047	79
1048	91
1052	84
1053	44
1054	84
1059	71
1066	48
1073	31
1078	82
1082	35
1085	57
1089	36
1091	49
1092	55
1094	91
1098	86
1104	88
1122	82
1126	73
1138	86
1157	35
1159	43
1160	38
1162	33
1167	88
1176	29
1190	32
1193	50
1197	34
1201	47
1205	46
1206	82
1218	29
1228	69
1229	38
1253	90
1254	52
1258	56
1262	62
1266	90
1275	55
1285	49
1287	91
1294	72
1306	48
1311	83
1323	80
1339	67
1345	80
1349	86
1354	69
1372	89
1392	56
1393	44
1407	49
1420	87
1441	81
1451	41
1452	73
1454	89
1463	88
1469	86
1473	85
1474	46
1478	76
1482	91
1490	77
1499	87
1503	87
1504	44
1519	71
1547	68
1555	48
1560	44
1565	85
1567	81
1568	68
1571	90
1572	43
1581	90
1582	43
1589	78
1590	47
1592	71
1596	64
1602	66
1617	39
1629	82
1635	89
1638	73
1655	39
1660	89
1689	33
1693	34
1698	72
1711	32
1712	49
1713	55
1722	35
1729	36
1730	80
1734	75
1737	63
1738	59
1739	74
1748	39
1756	47
1770	63
1773	87
1794	40
1817	70
1821	80
1833	86
1844	48
1845	67
1848	75
1855	28
1858	54
1859	46
1872	74
1881	78
1889	29
1906	56
1907	77
1911	85
1926	81
1933	85
1936	69
1939	44
1957	29
1961	60
1962	65
1963	76
1968	31
1969	57
1970	65
1975	66
1978	31
1983	73
1995	70
2029	74
2033	59
2038	84
2046	86
2057	46
2058	72
2069	41
2071	33
2075	67
2082	38
2087	88
2100	64
2110	46
2118	67
2127	85
2135	88
2148	79
2149	38
2151	73
2153	64
2154	35
2160	85
2175	47
2176	36
2196	52
2204	63
2206	91
2225	74
2227	90
2230	45
2234	54
2251	65
2258	86
2261	53
2274	28
2279	89
2309	69
2319	62
2327	69
2329	65
2331	32
2332	79
2334	75
2335	77
2346	63
2349	51
2353	52
2362	67
2366	51
2368	47
2370	29
2371	47
2382	61
2390	55
2399	46
2400	52
2408	39
2417	73
2425	39
2429	57
2446	50
2454	71
2455	74
2456	40
2468	38
2491	55
2497	89
2498	87
2506	41
2520	62
2522	52
2539	46
2550	72
2554	89
2558	66
2564	64
2587	81
2601	85
2603	46
2604	80
2607	77
2621	80
2623	86
2646	90
2647	80
2648	55
2672	52
2677	77
2682	68
2690	88
2694	85
2705	57
2706	52
2709	58
2718	83
2733	71
2735	76
2742	74
2751	90
2752	28
2762	38
2769	78
2780	54
2786	38
2792	83
2794	88
2810	38
2813	65
2820	60
2824	36
2826	51
2830	85
2843	68
2844	90
2850	85
2851	41
2861	55
2866	89
2874	78
2880	29
2885	91
2895	85
2917	38
2922	46
2934	73
2947	63
2950	90
2966	76
2967	65
2973	81
2974	48
2977	33
2985	78
2990	79
2995	88
2997	63
2998	58
3000	77
3004	87
3015	76
3016	42
3019	82
3023	31
3031	83
3039	57
3043	50
3049	46
3057	79
3061	28
3062	55
3066	87
3076	54
3086	54
3095	80
3096	79
3102	82
3111	90
3116	89
3120	82
3121	80
3129	58
3132	43
3138	45
3155	53
3161	65
3172	29
3175	63
3176	55
3186	73
3188	70
3193	65
3195	89
3196	76
3197	40
3207	79
3223	61
3226	52
3228	64
3238	34
3244	91
3248	32
3258	84
3261	89
3266	37
3280	86
3284	66
3297	90
3298	53
3303	34
3304	87
3307	84
3308	52
3312	62
3324	42
3328	68
3331	30
3338	78
3339	82
3341	58
3342	57
3343	36
3348	46
3351	82
3356	90
3362	83
3373	67
3375	58
3378	60
3379	90
3381	62
3396	46
3405	64
3406	49
3413	58
3416	50
3417	74
3420	91
3428	39
3430	28
3434	47
3437	63
3458	84
3460	56
3464	75
3473	49
3480	84
3484	91
3488	77
3499	78
3501	43
3505	91
3523	34
3524	63
3541	56
3547	66
3553	34
3554	68
3561	73
3564	82
3566	61
3577	28
3578	79
3585	53
3594	89
3600	34
3601	41
3606	36
3622	58
3623	69
3630	84
3636	88
3639	62
3651	86
3659	90
3680	38
3683	85
3692	41
3694	35
3708	57
3721	33
3728	82
3734	80
3750	74
3753	32
3754	66
3756	59
3761	61
3776	57
3780	33
3791	87
3794	78
3797	53
3798	88
3799	66
3814	63
3822	64
3825	84
3827	41
3828	44
3832	59
3833	60
3834	30
3843	75
3849	62
3853	41
3855	78
3865	71
3866	71
3867	83
3875	79
3879	60
3885	54
3886	59
3887	73
3894	59
3900	55
3902	39
3917	49
3929	43
3931	83
3932	54
3939	41
3940	64
3946	51
3948	61
3952	37
3957	67
3960	48
3962	63
3963	85
3972	48
3973	34
3991	53
4000	51
4002	69
4003	46
4004	52
4010	57
4013	34
4016	45
4025	36
4031	86
4032	54
4033	40
4036	90
4039	38
4040	30
4045	60
4058	49
4062	70
4065	79
4066	43
4070	63
4079	78
4081	55
4083	51
4088	41
4090	90
4092	64
4097	76
4100	83
4103	63
4108	38
4126	88
4132	64
4133	67
4137	66
4140	57
4142	52
4145	69
4146	80
4148	78
4150	59
4154	31
4156	46
4159	38
4162	75
4171	39
4172	82
4174	76
4176	76
4185	29
4187	62
4188	69
4191	68
4192	59
4206	37
4207	88
4212	31
4213	66
4214	47
4217	74
4226	66
4227	72
4230	29
4235	65
4242	79
4244	80
4251	41
4255	79
4257	74
4280	35
4285	37
4301	62
4317	34
4330	90
4332	84
4336	79
4344	87
4352	60
4361	47
4365	60
4368	52
4371	90
4373	68
4380	78
4381	87
4383	60
4392	69
4396	52
4398	61
4402	81
4404	46
4411	47
4412	59
4413	86
4426	90
4440	42
4442	46
4452	65
4453	67
4458	82
4459	80
4471	36
4472	47
4473	82
4484	62
4489	82
4491	81
4492	63
4494	62
4495	45
4499	91
4507	36
4508	86
4514	61
4522	65
4536	90
4539	57
4541	45
4549	52
4550	33
4556	80
4557	64
4568	58
4570	57
4572	41
4575	53
4578	76
4582	89
4588	30
4596	53
4599	66
4609	89
4613	32
4615	45
4617	69
4620	80
4629	62
4637	29
4643	47
4644	51
4646	41
4660	88
4661	58
4664	75
4671	56
4689	53
4696	55
4702	37
4711	90
4715	87
4720	40
4727	66
4729	78
4734	49
4739	86
4740	34
4744	82
4747	79
4754	67
4759	37
4760	71
4761	60
4766	85
4775	30
4777	77
4779	76
4782	49
4799	75
4815	74
4818	29
4824	74
4832	30
4834	53
4836	32
4837	34
4841	79
4849	91
4852	54
4856	76
4863	32
4878	36
4885	43
4887	37
4891	34
4892	68
4893	83
4894	58
4898	49
4901	82
4905	55
4909	60
4911	32
4939	42
4950	42
4956	73
4958	56
4960	83
4989	29
4998	74
5001	69
5002	78
5003	86
5011	29
5016	67
5023	48
5030	42
5031	43
5035	84
5042	45
5052	78
5060	85
5071	32
5077	65
5079	75
5116	75
5118	30
5124	51
5133	68
5137	30
5148	74
5151	89
5155	62
5169	30
5171	50
5174	31
5176	53
5189	52
5196	90
5198	89
5201	78
5203	57
5206	38
5208	78
5217	74
5227	52
5232	84
5264	55
5273	82
5281	76
5287	68
5288	70
5310	87
5322	47
5333	31
5334	43
5336	88
5337	80
5367	83
5387	83
5396	89
5398	63
5413	67
5417	48
5423	85
5427	86
5431	34
5437	46
5441	58
5442	70
5450	89
5451	48
5452	57
5461	63
5464	49
5465	81
5469	49
5475	54
5476	35
5481	50
5482	91
5491	29
5501	66
5516	56
5520	29
5524	53
5534	67
5538	91
5539	74
5541	38
5560	58
5562	45
5569	42
5570	80
